This file contains the monthly mean baseline (background) carbon dioxide (CO2) concentration
"measured at the Cape Grim Baseline Air Pollution Station (CGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"CGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The CO2 units are parts per million in dry air (ppm).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: February 2020
 
YYYY,MM,DD,DATE,CO2(ppm),SD(ppm),Source
2016,2,15,2016.122950000000,398.983,0.197000,"in situ"
2016,3,15,2016.202190000000,399.230,0.214000,"in situ"
2016,4,15,2016.286890000000,399.583,0.227000,"in situ"
2016,5,15,2016.368850000000,400.088,0.182000,"in situ"
2016,6,15,2016.453550000000,400.630,0.207000,"in situ"
2016,7,15,2016.535520000000,401.155,0.198000,"in situ"
2016,8,15,2016.620220000000,401.459,0.113000,"in situ"
2016,9,15,2016.704920000000,401.606,0.135000,"in situ"
2016,10,15,2016.786890000000,401.645,0.121000,"in situ"
2016,11,15,2016.871580000000,401.380,0.156000,"in situ"
2016,12,15,2016.953550000000,401.178,0.152000,"in situ"
2017,1,15,2017.038360000000,401.164,0.162000,"in situ"
2017,2,15,2017.123290000000,401.154,0.165000,"in situ"
2017,3,15,2017.200000000000,401.252,0.108000,"in situ"
2017,4,15,2017.284930000000,401.514,0.148000,"in situ"
2017,5,15,2017.367120000000,401.752,0.123000,"in situ"
2017,6,15,2017.452050000000,402.050,0.194000,"in situ"
2017,7,15,2017.534250000000,402.685,0.239000,"in situ"
2017,8,15,2017.619180000000,403.245,0.133000,"in situ"
2017,9,15,2017.704110000000,403.454,0.0900000,"in situ"
2017,10,15,2017.786300000000,403.586,0.155000,"in situ"
2017,11,15,2017.871230000000,403.693,0.103000,"in situ"
2017,12,15,2017.953420000000,403.698,0.176000,"in situ"
2018,1,15,2018.038360000000,403.751,0.179000,"in situ"
2018,2,15,2018.123290000000,403.815,0.158000,"in situ"
2018,3,15,2018.200000000000,403.899,0.140000,"in situ"
2018,4,15,2018.284930000000,404.163,0.176000,"in situ"
2018,5,15,2018.367120000000,404.405,0.134000,"in situ"
2018,6,15,2018.452050000000,404.675,0.162000,"in situ"
2018,7,15,2018.534250000000,405.180,0.215000,"in situ"
2018,8,15,2018.619180000000,405.652,0.133000,"in situ"
2018,9,15,2018.704110000000,405.860,0.0990000,"in situ"
2018,10,15,2018.786300000000,405.911,0.158000,"in situ"
2018,11,15,2018.871230000000,405.838,0.163000,"in situ"
2018,12,15,2018.953420000000,405.758,0.135000,"in situ"
2019,1,15,2019.038360000000,405.726,0.179000,"in situ"
2019,2,15,2019.123290000000,405.659,0.147000,"in situ"
2019,3,15,2019.200000000000,405.794,0.188000,"in situ"
2019,4,15,2019.284930000000,406.201,0.169000,"in situ"
2019,5,15,2019.367120000000,406.703,0.209000,"in situ"
2019,6,15,2019.452050000000,407.231,0.214000,"in situ"
2019,7,15,2019.534250000000,407.830,0.209000,"in situ"
2019,8,15,2019.619180000000,408.335,0.160000,"in situ"
2019,9,15,2019.704110000000,408.576,0.132000,"in situ"
2019,10,15,2019.786300000000,408.728,0.106000,"in situ"
2019,11,15,2019.871230000000,408.757,0.116000,"in situ"
2019,12,15,2019.953420000000,408.520,0.169000,"in situ"
2020,1,15,2020.038250000000,408.299,0.168000,"in situ"
 
 ,
Terms of Use,
,
1. Terminology ,
‘Content’ means the content of the site [http://www.csiro.au/greenhouse-gases] including ,
"but not limited to, data, information, databases, images and material.",
,
"‘you/user’ means you as a website user, or Content/data user.",
,
2. Using Content ,
"CSIRO reserves the right to make corrections, revisions, updates and improvements to any ",
Content on this site but is under no obligation to do so.,
,
"Without limiting the foregoing, the most recent year of data is provided in this site on",
a provisional basis only and may be subject to further revision.,
,
"If you use or download Content from this site, you acknowledge that such Content:",
    - may contain statements based on scientific research and comprises data collected by ,
      CSIRO and third parties; ,
"    - is not professional, scientific, medical, technical or expert advice and is subject ",
      to the usual uncertainties of advanced scientific and technical research; ,
    - should not be relied upon as the basis for doing or failing to do something. ,
,
References or links to third party data are provided for information and convenience only ,
and do not mean that CSIRO endorses or approves that data.,
,
"Any use of the Content must acknowledge the source of the Information as "CSIRO Oceans & ",
Atmosphere and the Australian Bureau of Meteorology (Cape Grim Baseline Air ,
"Pollution Station)" and include a statement that CSIRO and the Australian Bureau of ",
"Meteorology give no warranty regarding the accuracy, completeness, currency or suitability ",
for any particular purpose and accept no liability in respect of data.,
,
The Content on this site must not be distributed or disseminated to third parties without ,
the attachment of the Terms of Use.,
,
3. Grant of licence ,
"CSIRO grants you a royalty-free, non-exclusive, non-transferable licence to use, reproduce, ",
adapt or communicate the Content on this site for any purpose other than a commercial ,
"purpose. For the purposes of this licence, "commercial purpose" means to sell, hire, ",
"exchange or otherwise exploit the Content (whether in its original or adapted form, or ",
incorporated in products or services) for profit or gain.,
,
The rights granted under this licence are personal to the user and are not sub-licensable ,
or capable of assignment.,
,
4. Disclaimer ,
If you use or download any Content from this site you accept all risks and responsibility ,
"for losses, damages, costs and other consequences resulting directly or indirectly from ",
using the Content.,
,
"To the maximum extent permitted by law, CSIRO excludes any and all liability to any person ",
"for any consequences, including but not limited to all losses, damages, costs, expenses and",
"any other compensation, arising directly or indirectly from using the Content.",
,
"Every effort has been made to ensure the accuracy of the Content on this site, however ",
"CSIRO does not warrant the accuracy and reliability of the Content and, to the extent ",
"permitted by law, does not guarantee or make any express or implied representation regarding ",
"the accuracy, reliability, correctness, fitness for use for any purpose whatsoever of the ",
Content. Any use and/or interpretation of the Content is done so entirely at the user’s own risk.,
,
5. Whole agreement ,
Use of this site is subject also to CSIRO’s Legal Notice and Disclaimer ,
(http://www.csiro.au/org/LegalNoticeAndDisclaimer.html). By using this site and the Content ,
"available on and through it, you are agreeing to be bound by these Terms of Use and the ",
"Legal Notice and Disclaimer. If there is any conflict then these Terns of Use will prevail, ",
but only to the extent that it applies to the particular Content and to the extent ,
necessary to resolve any conflict.,
,
"CSIRO may change these Terms of Use at any time without giving you notice, so please check ",
them each time you visit the site (http://www.csiro.au/greenhouse-gases).,
